epochs,seed,model_kind,index_symbol,start,end,epoch,train_loss,train_align_corr,train_geom_lambda,train_geom_qk,train_geom_attn,train_ord_lambda,train_ord_loss,train_ord_d1,train_ord_d2,train_ord_d3,train_ord_qk_d1,train_ord_qk_d2,train_ord_qk_d3,train_ord_gap12,train_ord_gap23,train_ord_qk_gap12,train_ord_qk_gap23,train_ord_order_rate,train_ord_margin_rate,train_ord_active_frac,train_ord_qk_order_rate,train_ord_qk_margin_rate,train_ord_qk_active_frac,train_ord_perturb_l2_1,train_ord_perturb_l2_2,train_ord_perturb_l2_3,train_ord_pred_d1,train_ord_pred_d2,train_ord_pred_d3,train_ord_fused_d1,train_ord_fused_d2,train_ord_fused_d3,train_ord_global_d1,train_ord_global_d2,train_ord_global_d3,train_ord_local_d1,train_ord_local_d2,train_ord_local_d3,train_ord_qk_pred_corr,train_ord_qk_fused_corr,train_ord_qk_global_corr,train_ord_qk_local_corr,train_tau_grad_norm,val_ic,val_icir,val_mae
3,7,concat_a,^GSPC,2022-01-01,2024-12-31,1,0.0008749036636933097,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033437990580847725,-0.15512599684419798,0.007373644537303465
3,7,concat_a,^GSPC,2022-01-01,2024-12-31,2,0.00025179703144078433,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02834379905808477,-0.13090348130501728,0.008064239325060545
3,7,concat_a,^GSPC,2022-01-01,2024-12-31,3,0.00018379679009831903,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027590266875981165,-0.11865806529790023,0.007653371957816656
3,7,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,1,0.0008868221789409959,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005313971742543173,-0.022634640991939906,0.007668385212621578
3,7,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,2,0.00025405490558993895,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0038147566718995276,-0.01608470433493458,0.00747747238092035
3,7,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,3,0.00018443516675047618,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004458398744113033,-0.01801724319298195,0.0073780011935898485
3,7,static,^GSPC,2022-01-01,2024-12-31,1,0.0038818247020101946,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03018053375196232,0.12793447558139,0.009080647904593855
3,7,static,^GSPC,2022-01-01,2024-12-31,2,0.0005297355938252444,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028390894819466248,0.12136815884358171,0.0074202976267511355
3,7,static,^GSPC,2022-01-01,2024-12-31,3,0.00036413133669393934,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02488942891840076,0.10930142900530469,0.007452498265655294
3,17,concat_a,^GSPC,2022-01-01,2024-12-31,1,0.004540844489249688,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03183673469387756,-0.12398359665681691,0.008646988505476879
3,17,concat_a,^GSPC,2022-01-01,2024-12-31,2,0.0004975221058148972,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025753520102782833,-0.10505900243207243,0.007366545548824786
3,17,concat_a,^GSPC,2022-01-01,2024-12-31,3,0.0003846740483202415,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023642072213500783,-0.10299573542366867,0.007412430114538754
3,17,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,1,0.004752837432985535,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029756671899529043,-0.11776655814712726,0.010591484244169917
3,17,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,2,0.0004926204401362867,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0194780423618758,-0.0819047701163666,0.008689238266827637
3,17,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,3,0.0003836252866465704,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015631592572362768,-0.06779083546985014,0.00901102702720492
3,17,static,^GSPC,2022-01-01,2024-12-31,1,0.0014043610616784779,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.060455259026687594,-0.253497013718346,0.01050264163115896
3,17,static,^GSPC,2022-01-01,2024-12-31,2,0.00038014842331545996,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016475667189952907,-0.06250586107583762,0.007518966547312147
3,17,static,^GSPC,2022-01-01,2024-12-31,3,0.0002607291905184967,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02095345437617717,-0.0803902901039572,0.007419719991320265
3,27,concat_a,^GSPC,2022-01-01,2024-12-31,1,0.002027637485696993,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010486656200941913,-0.039886557711453385,0.008294167671358212
3,27,concat_a,^GSPC,2022-01-01,2024-12-31,2,0.0004023572189974878,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004010989010989009,0.019310969804291995,0.007746384160460941
3,27,concat_a,^GSPC,2022-01-01,2024-12-31,3,0.0003091163352576107,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006122448979591865,-0.0029074949831116026,0.00961142663541894
3,27,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,1,0.0018185101075483083,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01625588697017269,-0.06011711474715132,0.025190470237644334
3,27,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,2,0.00039562830680327113,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010502354788069062,-0.0469819229789978,0.011427946739122768
3,27,concat_a:no_intensity,^GSPC,2022-01-01,2024-12-31,3,0.0003017684040159085,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012425431711146,-0.05377554262418452,0.01053271499073691
3,27,static,^GSPC,2022-01-01,2024-12-31,1,0.008231452077981777,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05415227629513345,-0.21301373140349633,0.03082792800925123
3,27,static,^GSPC,2022-01-01,2024-12-31,2,0.0007546548039628971,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041295011134867665,-0.16893241241172588,0.0075631818682761
3,27,static,^GSPC,2022-01-01,2024-12-31,3,0.0004259186746991755,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03536891679748822,-0.1449454179029046,0.008032468113954899
